身份別	簡稱	年月日	多方未平倉口數	空方未平倉口數
COID	Name	MDATE	VOLUME	VOLUME2
11MTX  	自營商－小型臺指期	20160808	   17279	   12842
11MTX  	自營商－小型臺指期	20160809	   17514	   12743
11MTX  	自營商－小型臺指期	20160810	   18792	   11975
11MTX  	自營商－小型臺指期	20160811	   17661	   13019
11MTX  	自營商－小型臺指期	20160812	   19732	   13765
11MTX  	自營商－小型臺指期	20160815	   19479	   13299
11MTX  	自營商－小型臺指期	20160816	   18059	   15454
11MTX  	自營商－小型臺指期	20160817	    8718	    5725
11MTX  	自營商－小型臺指期	20160818	   11572	    6070
11MTX  	自營商－小型臺指期	20160819	   10057	    8505
11MTX  	自營商－小型臺指期	20160822	   11303	    8578
11MTX  	自營商－小型臺指期	20160823	   15339	    7999
11MTX  	自營商－小型臺指期	20160824	   11959	    6626
11MTX  	自營商－小型臺指期	20160825	   19463	    7632
11MTX  	自營商－小型臺指期	20160826	   18498	    8205
11MTX  	自營商－小型臺指期	20160829	   17373	    8817
11MTX  	自營商－小型臺指期	20160830	   16310	    9326
11MTX  	自營商－小型臺指期	20160831	   13067	    7553
11MTX  	自營商－小型臺指期	20160901	   12498	    7602
11MTX  	自營商－小型臺指期	20160902	   13468	    7808
11MTX  	自營商－小型臺指期	20160905	   18701	    8130
11MTX  	自營商－小型臺指期	20160906	   20710	    9167
11MTX  	自營商－小型臺指期	20160907	   22452	    9518
11MTX  	自營商－小型臺指期	20160908	   20474	    9719
11MTX  	自營商－小型臺指期	20160909	   14353	    9642
11MTX  	自營商－小型臺指期	20160910	   13652	   10397
11MTX  	自營商－小型臺指期	20160912	   11433	   10703
11MTX  	自營商－小型臺指期	20160913	   12190	   10922
11MTX  	自營商－小型臺指期	20160914	   12463	   11404
11MTX  	自營商－小型臺指期	20160919	   19325	   11167
11MTX  	自營商－小型臺指期	20160920	   16309	    8493
11MTX  	自營商－小型臺指期	20160921	   10569	    2369
11MTX  	自營商－小型臺指期	20160922	   11381	    3851
11MTX  	自營商－小型臺指期	20160923	   12367	    2957
11MTX  	自營商－小型臺指期	20160926	   12000	    4646
11MTX  	自營商－小型臺指期	20160929	   12977	    5846
11MTX  	自營商－小型臺指期	20160930	   13005	    8725
11MTX  	自營商－小型臺指期	20161003	   13546	    8793
11MTX  	自營商－小型臺指期	20161004	   15144	    7399
11MTX  	自營商－小型臺指期	20161005	   15643	    8548
11MTX  	自營商－小型臺指期	20161006	   16286	    8972
11MTX  	自營商－小型臺指期	20161007	   16171	    9274
11MTX  	自營商－小型臺指期	20161011	   17557	   14560
11MTX  	自營商－小型臺指期	20161012	   20837	   10493
11MTX  	自營商－小型臺指期	20161013	   20086	   14117
11MTX  	自營商－小型臺指期	20161014	   20816	   16863
11MTX  	自營商－小型臺指期	20161017	   21389	   14858
11MTX  	自營商－小型臺指期	20161018	   24215	   13201
11MTX  	自營商－小型臺指期	20161019	   17104	    3895
11MTX  	自營商－小型臺指期	20161020	   17871	    3766
11MTX  	自營商－小型臺指期	20161021	   17666	    4407
11MTX  	自營商－小型臺指期	20161024	   18557	    4801
11MTX  	自營商－小型臺指期	20161025	   18376	    5523
11MTX  	自營商－小型臺指期	20161026	   15427	    6468
11MTX  	自營商－小型臺指期	20161027	   14359	    7407
11MTX  	自營商－小型臺指期	20161028	   11766	    7632
11MTX  	自營商－小型臺指期	20161031	   12055	    8153
11MTX  	自營商－小型臺指期	20161101	   12872	    8425
11MTX  	自營商－小型臺指期	20161102	   11483	   12500
11MTX  	自營商－小型臺指期	20161103	   11658	   15253
11MTX  	自營商－小型臺指期	20161104	   11511	   15516
11MTX  	自營商－小型臺指期	20161107	   10208	    9866
11MTX  	自營商－小型臺指期	20161108	   10550	    8607
11MTX  	自營商－小型臺指期	20161109	   10684	   15889
11MTX  	自營商－小型臺指期	20161110	   11603	   11176
11MTX  	自營商－小型臺指期	20161111	    8971	   17673
11MTX  	自營商－小型臺指期	20161114	    9122	   18082
11MTX  	自營商－小型臺指期	20161115	    5054	   12613
11MTX  	自營商－小型臺指期	20161116	    2897	    5832
11MTX  	自營商－小型臺指期	20161117	    3282	    5222
11MTX  	自營商－小型臺指期	20161118	    3445	    4066
11MTX  	自營商－小型臺指期	20161121	    3771	    3318
11MTX  	自營商－小型臺指期	20161122	    8021	    1498
11MTX  	自營商－小型臺指期	20161123	    8690	    1408
11MTX  	自營商－小型臺指期	20161124	    7074	    1367
11MTX  	自營商－小型臺指期	20161125	    6629	    1129
11MTX  	自營商－小型臺指期	20161128	    8361	    1045
11MTX  	自營商－小型臺指期	20161129	    7306	     787
11MTX  	自營商－小型臺指期	20161130	    7248	     871
11MTX  	自營商－小型臺指期	20161201	    8115	    1170
11MTX  	自營商－小型臺指期	20161202	    5817	    2426
11MTX  	自營商－小型臺指期	20161205	    5858	    3027
11MTX  	自營商－小型臺指期	20161206	    9860	    3150
11MTX  	自營商－小型臺指期	20161207	    7733	    2094
11MTX  	自營商－小型臺指期	20161208	   11194	    2624
11MTX  	自營商－小型臺指期	20161209	   12751	    2951
11MTX  	自營商－小型臺指期	20161212	    9113	     937
11MTX  	自營商－小型臺指期	20161213	   10364	     937
11MTX  	自營商－小型臺指期	20161214	   10612	    1240
11MTX  	自營商－小型臺指期	20161215	    9670	    1947
11MTX  	自營商－小型臺指期	20161216	    7173	    3140
11MTX  	自營商－小型臺指期	20161219	    6260	    4816
11MTX  	自營商－小型臺指期	20161220	    6452	    5273
11MTX  	自營商－小型臺指期	20161221	    3515	    1327
11MTX  	自營商－小型臺指期	20161222	    3223	    4564
11MTX  	自營商－小型臺指期	20161223	    2990	    5598
11MTX  	自營商－小型臺指期	20161226	    3035	    5521
11MTX  	自營商－小型臺指期	20161227	    2960	    5803
11MTX  	自營商－小型臺指期	20161228	    5109	    3834
11MTX  	自營商－小型臺指期	20161229	    4897	    3812
11MTX  	自營商－小型臺指期	20161230	    6826	    3178
11MTX  	自營商－小型臺指期	20170103	    6910	    3142
11MTX  	自營商－小型臺指期	20170104	    6493	    4585
11MTX  	自營商－小型臺指期	20170105	   11413	    3503
11MTX  	自營商－小型臺指期	20170106	   11743	    3383
11MTX  	自營商－小型臺指期	20170109	   10768	    2652
11MTX  	自營商－小型臺指期	20170110	   10250	    2810
11MTX  	自營商－小型臺指期	20170111	    9896	    3199
11MTX  	自營商－小型臺指期	20170112	   14953	    4637
11MTX  	自營商－小型臺指期	20170113	   12576	    3490
11MTX  	自營商－小型臺指期	20170116	    9774	    3687
11MTX  	自營商－小型臺指期	20170117	   12183	    2020
11MTX  	自營商－小型臺指期	20170118	    9200	    1607
11MTX  	自營商－小型臺指期	20170119	    9646	    2024
11MTX  	自營商－小型臺指期	20170120	   10114	    1775
11MTX  	自營商－小型臺指期	20170123	   13549	    2134
11MTX  	自營商－小型臺指期	20170124	   14726	    2721
11MTX  	自營商－小型臺指期	20170202	   12525	    3258
11MTX  	自營商－小型臺指期	20170203	   15057	    3360
11MTX  	自營商－小型臺指期	20170206	   18190	    4125
11MTX  	自營商－小型臺指期	20170207	   19310	    3993
11MTX  	自營商－小型臺指期	20170208	   17602	    3126
11MTX  	自營商－小型臺指期	20170209	   19942	    1905
11MTX  	自營商－小型臺指期	20170210	   19979	    1917
11MTX  	自營商－小型臺指期	20170213	   20104	    2231
11MTX  	自營商－小型臺指期	20170214	   17133	    1835
11MTX  	自營商－小型臺指期	20170215	   12830	     897
11MTX  	自營商－小型臺指期	20170216	    9631	    4212
11MTX  	自營商－小型臺指期	20170217	    9500	    4804
11MTX  	自營商－小型臺指期	20170218	    9683	    4768
11MTX  	自營商－小型臺指期	20170220	   10147	    5517
11MTX  	自營商－小型臺指期	20170221	   10649	    6147
11MTX  	自營商－小型臺指期	20170222	   10711	    6757
11MTX  	自營商－小型臺指期	20170223	   11369	    6198
11MTX  	自營商－小型臺指期	20170224	   11522	    6944
11MTX  	自營商－小型臺指期	20170301	    9851	    9124
11MTX  	自營商－小型臺指期	20170302	    9500	   10833
11MTX  	自營商－小型臺指期	20170303	    8863	   11602
11MTX  	自營商－小型臺指期	20170306	    9621	   10594
11MTX  	自營商－小型臺指期	20170307	   10453	   10808
11MTX  	自營商－小型臺指期	20170308	   11142	   10478
11MTX  	自營商－小型臺指期	20170309	    9256	   14023
11MTX  	自營商－小型臺指期	20170310	    8531	   14318
11MTX  	自營商－小型臺指期	20170313	    9568	   12766
11MTX  	自營商－小型臺指期	20170314	   12994	   10997
11MTX  	自營商－小型臺指期	20170315	    7138	    1837
11MTX  	自營商－小型臺指期	20170316	   10661	    2281
11MTX  	自營商－小型臺指期	20170317	   10991	    2155
11MTX  	自營商－小型臺指期	20170320	    9951	    2241
11MTX  	自營商－小型臺指期	20170321	    9926	    2152
11MTX  	自營商－小型臺指期	20170322	    6955	    2530
11MTX  	自營商－小型臺指期	20170323	    7561	    4300
11MTX  	自營商－小型臺指期	20170324	    7724	    3626
11MTX  	自營商－小型臺指期	20170327	    6793	    4067
11MTX  	自營商－小型臺指期	20170328	    6233	    4149
11MTX  	自營商－小型臺指期	20170329	    5475	    4663
11MTX  	自營商－小型臺指期	20170330	    5753	    4967
11MTX  	自營商－小型臺指期	20170331	    5340	    6498
11MTX  	自營商－小型臺指期	20170405	   11920	    4106
11MTX  	自營商－小型臺指期	20170406	    8119	    4550
11MTX  	自營商－小型臺指期	20170407	    6611	    5717
11MTX  	自營商－小型臺指期	20170410	    6904	    5539
11MTX  	自營商－小型臺指期	20170411	    7426	    8869
11MTX  	自營商－小型臺指期	20170412	    7294	    7522
11MTX  	自營商－小型臺指期	20170413	   10180	    7299
11MTX  	自營商－小型臺指期	20170414	    7442	   10677
11MTX  	自營商－小型臺指期	20170417	    8922	   11434
11MTX  	自營商－小型臺指期	20170418	    9513	   12647
11MTX  	自營商－小型臺指期	20170419	    4934	   12181
11MTX  	自營商－小型臺指期	20170420	    4850	   10976
11MTX  	自營商－小型臺指期	20170421	    7391	    9653
11MTX  	自營商－小型臺指期	20170424	    8932	   11032
11MTX  	自營商－小型臺指期	20170425	   12993	   10170
11MTX  	自營商－小型臺指期	20170426	   13339	   10701
11MTX  	自營商－小型臺指期	20170427	   13237	   10409
11MTX  	自營商－小型臺指期	20170428	   14006	   10353
11MTX  	自營商－小型臺指期	20170502	   17600	   10118
11MTX  	自營商－小型臺指期	20170503	   17890	   10143
11MTX  	自營商－小型臺指期	20170504	   19184	    9847
11MTX  	自營商－小型臺指期	20170505	   15555	   10633
11MTX  	自營商－小型臺指期	20170508	   17605	   11460
11MTX  	自營商－小型臺指期	20170509	   20273	   11951
11MTX  	自營商－小型臺指期	20170510	   22895	   11720
11MTX  	自營商－小型臺指期	20170511	   27755	   11854
11MTX  	自營商－小型臺指期	20170512	   26536	   10345
11MTX  	自營商－小型臺指期	20170515	   26765	    8102
11MTX  	自營商－小型臺指期	20170516	   25806	    9564
11MTX  	自營商－小型臺指期	20170517	   11710	    5467
11MTX  	自營商－小型臺指期	20170518	   14214	    6939
11MTX  	自營商－小型臺指期	20170519	   12595	    6728
11MTX  	自營商－小型臺指期	20170522	   15031	    6408
11MTX  	自營商－小型臺指期	20170523	   18539	    6055
11MTX  	自營商－小型臺指期	20170524	   20676	    6262
11MTX  	自營商－小型臺指期	20170525	   25626	    7001
11MTX  	自營商－小型臺指期	20170526	   23621	    7321
11MTX  	自營商－小型臺指期	20170531	   19003	    6956
11MTX  	自營商－小型臺指期	20170601	   19713	    6299
11MTX  	自營商－小型臺指期	20170602	   21071	    6398
11MTX  	自營商－小型臺指期	20170603	   22341	    6941
11MTX  	自營商－小型臺指期	20170605	   24988	    6831
11MTX  	自營商－小型臺指期	20170606	   23947	    7021
11MTX  	自營商－小型臺指期	20170607	   24168	    7042
11MTX  	自營商－小型臺指期	20170608	   24453	    6499
11MTX  	自營商－小型臺指期	20170609	   23430	    6956
11MTX  	自營商－小型臺指期	20170612	   20726	    8092
11MTX  	自營商－小型臺指期	20170613	   20689	    8014
11MTX  	自營商－小型臺指期	20170614	   17819	    8981
11MTX  	自營商－小型臺指期	20170615	   18973	    8335
11MTX  	自營商－小型臺指期	20170616	   20578	    7594
11MTX  	自營商－小型臺指期	20170619	   23445	    9153
11MTX  	自營商－小型臺指期	20170620	   24253	    8921
11MTX  	自營商－小型臺指期	20170621	   10259	    3248
11MTX  	自營商－小型臺指期	20170622	   12023	    3056
11MTX  	自營商－小型臺指期	20170623	   11517	    3733
11MTX  	自營商－小型臺指期	20170626	   13787	    4442
11MTX  	自營商－小型臺指期	20170627	   12940	    5131
11MTX  	自營商－小型臺指期	20170628	   11197	    5332
11MTX  	自營商－小型臺指期	20170629	   11136	    5013
11MTX  	自營商－小型臺指期	20170630	   10351	    6232
11MTX  	自營商－小型臺指期	20170703	   11349	    5669
11MTX  	自營商－小型臺指期	20170704	    9486	    7555
11MTX  	自營商－小型臺指期	20170705	   10750	    5584
11MTX  	自營商－小型臺指期	20170706	    8863	    7287
11MTX  	自營商－小型臺指期	20170707	    7517	    8733
11MTX  	自營商－小型臺指期	20170710	    7373	    8972
11MTX  	自營商－小型臺指期	20170711	   12967	    7590
11MTX  	自營商－小型臺指期	20170712	   12122	    7895
11MTX  	自營商－小型臺指期	20170713	   14322	    6118
11MTX  	自營商－小型臺指期	20170714	   13970	    6406
11MTX  	自營商－小型臺指期	20170717	   13474	    6568
11MTX  	自營商－小型臺指期	20170718	   14342	    6515
11MTX  	自營商－小型臺指期	20170719	    9198	    4845
11MTX  	自營商－小型臺指期	20170720	    8504	    4938
11MTX  	自營商－小型臺指期	20170721	    7031	    6218
11MTX  	自營商－小型臺指期	20170724	    7929	    7079
11MTX  	自營商－小型臺指期	20170725	    7807	    6840
11MTX  	自營商－小型臺指期	20170726	    7875	    8118
11MTX  	自營商－小型臺指期	20170727	   11033	    7216
11MTX  	自營商－小型臺指期	20170728	    7933	    9147
11MTX  	自營商－小型臺指期	20170731	    8579	    9475
11MTX  	自營商－小型臺指期	20170801	    8533	    9845
11MTX  	自營商－小型臺指期	20170802	   11384	    7359
11MTX  	自營商－小型臺指期	20170803	   10643	    7642
11MTX  	自營商－小型臺指期	20170804	   12422	    7067
11MTX  	自營商－小型臺指期	20170807	   14484	    7383
11MTX  	自營商－小型臺指期	20170808	   13969	    7770
11MTX  	自營商－小型臺指期	20170809	   11900	   10466
11MTX  	自營商－小型臺指期	20170810	    7417	   13152
11MTX  	自營商－小型臺指期	20170811	    7318	   13338
11MTX  	自營商－小型臺指期	20170814	    5239	   14874
11MTX  	自營商－小型臺指期	20170815	    6413	   10331
11MTX  	自營商－小型臺指期	20170816	    4527	   10784
11MTX  	自營商－小型臺指期	20170817	    8119	   12408
11MTX  	自營商－小型臺指期	20170818	    7592	   12566
11MTX  	自營商－小型臺指期	20170821	    8364	   12152
11MTX  	自營商－小型臺指期	20170822	   10885	   12363
11MTX  	自營商－小型臺指期	20170823	   10986	   12912
11MTX  	自營商－小型臺指期	20170824	   16190	   12030
11MTX  	自營商－小型臺指期	20170825	   16817	   11756
11MTX  	自營商－小型臺指期	20170828	   16073	   12397
11MTX  	自營商－小型臺指期	20170829	   16027	   12801
11MTX  	自營商－小型臺指期	20170830	   16994	   12413
11MTX  	自營商－小型臺指期	20170831	   17144	   12409
11MTX  	自營商－小型臺指期	20170901	   17586	   12123
11MTX  	自營商－小型臺指期	20170904	   17837	   12522
11MTX  	自營商－小型臺指期	20170905	   18418	   12938
11MTX  	自營商－小型臺指期	20170906	   16698	   14417
11MTX  	自營商－小型臺指期	20170907	   15930	   15385
11MTX  	自營商－小型臺指期	20170908	   19568	   14710
11MTX  	自營商－小型臺指期	20170911	   19021	   15069
11MTX  	自營商－小型臺指期	20170912	   18500	   14664
11MTX  	自營商－小型臺指期	20170913	   17159	   17288
11MTX  	自營商－小型臺指期	20170914	   17758	   17559
11MTX  	自營商－小型臺指期	20170915	   20967	   17113
11MTX  	自營商－小型臺指期	20170918	   22394	   17556
11MTX  	自營商－小型臺指期	20170919	   20101	   16464
11MTX  	自營商－小型臺指期	20170920	    6786	    5978
11MTX  	自營商－小型臺指期	20170921	    7693	    3681
11MTX  	自營商－小型臺指期	20170922	    8627	    9417
11MTX  	自營商－小型臺指期	20170925	    8875	   11836
11MTX  	自營商－小型臺指期	20170926	    9064	   13984
11MTX  	自營商－小型臺指期	20170927	    8782	   11281
11MTX  	自營商－小型臺指期	20170928	    9088	   11471
11MTX  	自營商－小型臺指期	20170929	    8804	   11513
11MTX  	自營商－小型臺指期	20170930	    8176	    8595
11MTX  	自營商－小型臺指期	20171002	    9374	    6320
11MTX  	自營商－小型臺指期	20171003	   10511	    5362
11MTX  	自營商－小型臺指期	20171005	   11925	    5551
11MTX  	自營商－小型臺指期	20171006	   13519	    5307
11MTX  	自營商－小型臺指期	20171011	   17742	    4791
11MTX  	自營商－小型臺指期	20171012	   21906	    4449
11MTX  	自營商－小型臺指期	20171013	   23205	    4277
11MTX  	自營商－小型臺指期	20171016	   23939	    6591
11MTX  	自營商－小型臺指期	20171017	   23399	    4555
11MTX  	自營商－小型臺指期	20171018	   14062	    2345
11MTX  	自營商－小型臺指期	20171019	   13806	    2756
11MTX  	自營商－小型臺指期	20171020	   13970	    4028
11MTX  	自營商－小型臺指期	20171023	   13827	    4164
11MTX  	自營商－小型臺指期	20171024	   13710	    4000
11MTX  	自營商－小型臺指期	20171025	   12827	    4671
11MTX  	自營商－小型臺指期	20171026	   12237	    5060
11MTX  	自營商－小型臺指期	20171027	   11309	    5775
11MTX  	自營商－小型臺指期	20171030	   12428	    6100
11MTX  	自營商－小型臺指期	20171031	   16402	    5998
11MTX  	自營商－小型臺指期	20171101	   16394	    7593
11MTX  	自營商－小型臺指期	20171102	   15474	    8937
11MTX  	自營商－小型臺指期	20171103	   16680	   10158
11MTX  	自營商－小型臺指期	20171106	   16515	   11317
11MTX  	自營商－小型臺指期	20171107	   17515	   10175
11MTX  	自營商－小型臺指期	20171108	   17075	   11873
11MTX  	自營商－小型臺指期	20171109	   15090	   13607
11MTX  	自營商－小型臺指期	20171110	   15472	   12729
11MTX  	自營商－小型臺指期	20171113	   14390	   14387
11MTX  	自營商－小型臺指期	20171114	   17564	   16182
11MTX  	自營商－小型臺指期	20171115	    3095	    9320
11MTX  	自營商－小型臺指期	20171116	    4575	   10492
11MTX  	自營商－小型臺指期	20171117	    6067	    8599
11MTX  	自營商－小型臺指期	20171120	    6702	    9375
11MTX  	自營商－小型臺指期	20171121	    8159	    8777
11MTX  	自營商－小型臺指期	20171122	   10055	    8196
11MTX  	自營商－小型臺指期	20171123	   10748	    7949
11MTX  	自營商－小型臺指期	20171124	   10126	    8315
11MTX  	自營商－小型臺指期	20171127	    7629	   12485
11MTX  	自營商－小型臺指期	20171128	    7222	   13624
11MTX  	自營商－小型臺指期	20171129	    7081	   14287
11MTX  	自營商－小型臺指期	20171130	    5550	   18160
11MTX  	自營商－小型臺指期	20171201	    6011	   18376
11MTX  	自營商－小型臺指期	20171204	    6271	   17976
11MTX  	自營商－小型臺指期	20171205	    6152	   19353
11MTX  	自營商－小型臺指期	20171206	    5167	   22265
11MTX  	自營商－小型臺指期	20171207	    5278	   22708
11MTX  	自營商－小型臺指期	20171208	    4872	   21922
11MTX  	自營商－小型臺指期	20171211	    4925	   20188
11MTX  	自營商－小型臺指期	20171212	    5619	   19353
11MTX  	自營商－小型臺指期	20171213	    6617	   20220
11MTX  	自營商－小型臺指期	20171214	    9463	   19832
11MTX  	自營商－小型臺指期	20171215	    9207	   19262
11MTX  	自營商－小型臺指期	20171218	    7332	   19264
11MTX  	自營商－小型臺指期	20171219	    7743	   19454
11MTX  	自營商－小型臺指期	20171220	    5537	    8253
11MTX  	自營商－小型臺指期	20171221	    5006	    9818
11MTX  	自營商－小型臺指期	20171222	    6287	    9757
11MTX  	自營商－小型臺指期	20171225	    6085	   10407
11MTX  	自營商－小型臺指期	20171226	    4959	   11920
11MTX  	自營商－小型臺指期	20171227	    6729	   12228
11MTX  	自營商－小型臺指期	20171228	    8984	   12903
11MTX  	自營商－小型臺指期	20171229	    9274	   12676
11MTX  	自營商－小型臺指期	20180102	   12583	   11706
11MTX  	自營商－小型臺指期	20180103	   14967	   12210
11MTX  	自營商－小型臺指期	20180104	   17742	   12897
11MTX  	自營商－小型臺指期	20180105	   19176	   13944
11MTX  	自營商－小型臺指期	20180108	   19759	   14273
11MTX  	自營商－小型臺指期	20180109	   21880	   15408
11MTX  	自營商－小型臺指期	20180110	   19900	   14247
11MTX  	自營商－小型臺指期	20180111	   21251	   14407
11MTX  	自營商－小型臺指期	20180112	   21641	   13451
11MTX  	自營商－小型臺指期	20180115	   24112	   14067
11MTX  	自營商－小型臺指期	20180116	   24129	   13075
11MTX  	自營商－小型臺指期	20180117	   15672	    6114
11MTX  	自營商－小型臺指期	20180118	   15382	    5340
11MTX  	自營商－小型臺指期	20180119	   17347	    6172
11MTX  	自營商－小型臺指期	20180122	   19148	    7360
11MTX  	自營商－小型臺指期	20180123	   18519	    9402
11MTX  	自營商－小型臺指期	20180124	   15736	   12261
11MTX  	自營商－小型臺指期	20180125	   16496	   13337
11MTX  	自營商－小型臺指期	20180126	   15905	   12540
11MTX  	自營商－小型臺指期	20180129	   15710	   12766
11MTX  	自營商－小型臺指期	20180130	   13673	   13821
11MTX  	自營商－小型臺指期	20180131	   14270	   13831
11MTX  	自營商－小型臺指期	20180201	   13341	   12653
11MTX  	自營商－小型臺指期	20180202	   13567	   13413
11MTX  	自營商－小型臺指期	20180205	   13579	   14518
11MTX  	自營商－小型臺指期	20180206	   17141	   21597
11MTX  	自營商－小型臺指期	20180207	   16842	   19497
11MTX  	自營商－小型臺指期	20180208	   15181	   19364
11MTX  	自營商－小型臺指期	20180209	   14635	   21267
11MTX  	自營商－小型臺指期	20180212	   14775	   20186
11MTX  	自營商－小型臺指期	20180221	   11314	   12028
11MTX  	自營商－小型臺指期	20180222	   10045	   12579
11MTX  	自營商－小型臺指期	20180223	   11471	   12706
11MTX  	自營商－小型臺指期	20180226	   11166	   12858
11MTX  	自營商－小型臺指期	20180227	   10970	   13242
11MTX  	自營商－小型臺指期	20180301	   11631	   13464
11MTX  	自營商－小型臺指期	20180302	   12031	   13632
11MTX  	自營商－小型臺指期	20180305	   11678	   14261
11MTX  	自營商－小型臺指期	20180306	   13804	   14679
11MTX  	自營商－小型臺指期	20180307	   12359	   15311
11MTX  	自營商－小型臺指期	20180308	   14511	   16492
11MTX  	自營商－小型臺指期	20180309	   15579	   16534
11MTX  	自營商－小型臺指期	20180312	   19896	   18715
11MTX  	自營商－小型臺指期	20180313	   22126	   20874
11MTX  	自營商－小型臺指期	20180314	   21869	   20381
11MTX  	自營商－小型臺指期	20180315	   23869	   22061
11MTX  	自營商－小型臺指期	20180316	   23107	   21678
11MTX  	自營商－小型臺指期	20180319	   21708	   18603
11MTX  	自營商－小型臺指期	20180320	   23338	   19021
11MTX  	自營商－小型臺指期	20180321	   14541	    7756
11MTX  	自營商－小型臺指期	20180322	   13742	    9940
11MTX  	自營商－小型臺指期	20180323	   15658	   13322
11MTX  	自營商－小型臺指期	20180326	   15156	   10043
11MTX  	自營商－小型臺指期	20180327	   14369	    9299
11MTX  	自營商－小型臺指期	20180328	   14422	   11396
11MTX  	自營商－小型臺指期	20180329	   14417	   12111
11MTX  	自營商－小型臺指期	20180330	   14558	   10946
11MTX  	自營商－小型臺指期	20180331	   15548	   10746
11MTX  	自營商－小型臺指期	20180402	   15119	   11086
11MTX  	自營商－小型臺指期	20180403	   15013	   12731
11MTX  	自營商－小型臺指期	20180409	   17586	   11919
11MTX  	自營商－小型臺指期	20180410	   17619	    9766
11MTX  	自營商－小型臺指期	20180411	   19773	    9340
11MTX  	自營商－小型臺指期	20180412	   18999	   11302
11MTX  	自營商－小型臺指期	20180413	   19086	   10214
11MTX  	自營商－小型臺指期	20180416	   19472	   10174
11MTX  	自營商－小型臺指期	20180417	   16892	   14240
11MTX  	自營商－小型臺指期	20180418	   13541	    8071
11MTX  	自營商－小型臺指期	20180419	   18634	    9466
11MTX  	自營商－小型臺指期	20180420	   14359	    9456
11MTX  	自營商－小型臺指期	20180423	   12713	   10050
11MTX  	自營商－小型臺指期	20180424	   10442	   11214
11MTX  	自營商－小型臺指期	20180425	   10958	   11034
11MTX  	自營商－小型臺指期	20180426	   11006	   11066
11MTX  	自營商－小型臺指期	20180427	   13513	   11402
11MTX  	自營商－小型臺指期	20180430	   14640	   11572
11MTX  	自營商－小型臺指期	20180502	   13260	    9474
11MTX  	自營商－小型臺指期	20180503	   12941	   10159
11MTX  	自營商－小型臺指期	20180504	   12267	   10411
11MTX  	自營商－小型臺指期	20180507	   12779	   10155
11MTX  	自營商－小型臺指期	20180508	   16026	   10015
11MTX  	自營商－小型臺指期	20180509	   17891	    8151
11MTX  	自營商－小型臺指期	20180510	   21796	    9819
11MTX  	自營商－小型臺指期	20180511	   24201	    9264
11MTX  	自營商－小型臺指期	20180514	   25231	    9159
11MTX  	自營商－小型臺指期	20180515	   24843	    9633
11MTX  	自營商－小型臺指期	20180516	   10233	    5623
11MTX  	自營商－小型臺指期	20180517	   10284	    6661
11MTX  	自營商－小型臺指期	20180518	   10059	    6969
11MTX  	自營商－小型臺指期	20180521	   13266	    7428
11MTX  	自營商－小型臺指期	20180522	   14235	    7716
11MTX  	自營商－小型臺指期	20180523	   12908	    7378
11MTX  	自營商－小型臺指期	20180524	   14399	    7657
11MTX  	自營商－小型臺指期	20180525	   15231	    7710
11MTX  	自營商－小型臺指期	20180528	   16533	    7427
11MTX  	自營商－小型臺指期	20180529	   17542	    7744
11MTX  	自營商－小型臺指期	20180530	   12854	    9824
11MTX  	自營商－小型臺指期	20180531	   13898	    9753
11MTX  	自營商－小型臺指期	20180601	   15845	    9192
11MTX  	自營商－小型臺指期	20180604	   19654	    8896
11MTX  	自營商－小型臺指期	20180605	   20536	    8722
11MTX  	自營商－小型臺指期	20180606	   27896	    9173
11MTX  	自營商－小型臺指期	20180607	   27806	    9449
11MTX  	自營商－小型臺指期	20180608	   27222	    9520
11MTX  	自營商－小型臺指期	20180611	   27127	    9775
11MTX  	自營商－小型臺指期	20180612	   27570	    9954
11MTX  	自營商－小型臺指期	20180613	   27521	    9925
11MTX  	自營商－小型臺指期	20180614	   23059	   11424
11MTX  	自營商－小型臺指期	20180615	   23088	   11494
11MTX  	自營商－小型臺指期	20180619	   21467	   12825
11MTX  	自營商－小型臺指期	20180620	   11272	   12349
11MTX  	自營商－小型臺指期	20180621	   10937	   12124
11MTX  	自營商－小型臺指期	20180622	   10191	   13087
11MTX  	自營商－小型臺指期	20180625	    9224	   12259
11MTX  	自營商－小型臺指期	20180626	    8334	   12477
11MTX  	自營商－小型臺指期	20180627	    8270	   12876
11MTX  	自營商－小型臺指期	20180628	    8736	   13837
11MTX  	自營商－小型臺指期	20180629	   10925	   13980
11MTX  	自營商－小型臺指期	20180702	   10682	   12915
11MTX  	自營商－小型臺指期	20180703	   10709	   11710
11MTX  	自營商－小型臺指期	20180704	   11048	   12564
11MTX  	自營商－小型臺指期	20180705	   11303	   14563
11MTX  	自營商－小型臺指期	20180706	   11476	   13647
11MTX  	自營商－小型臺指期	20180709	   14009	   15025
11MTX  	自營商－小型臺指期	20180710	   15978	   14554
11MTX  	自營商－小型臺指期	20180711	   14782	   13759
11MTX  	自營商－小型臺指期	20180712	   18295	   14280
11MTX  	自營商－小型臺指期	20180713	   22509	   13399
11MTX  	自營商－小型臺指期	20180716	   24173	   12482
11MTX  	自營商－小型臺指期	20180717	   23124	   13791
11MTX  	自營商－小型臺指期	20180718	   13483	   10836
11MTX  	自營商－小型臺指期	20180719	   15485	   11965
11MTX  	自營商－小型臺指期	20180720	   18910	   12702
11MTX  	自營商－小型臺指期	20180723	   18998	   11353
